office_name,county_name,state_name,registered,voted,void,neutral,suffrage,ghazouani_votes,biram_votes,mewloud_votes,kane_votes,wavi_votes,boubacar_votes
Koumb Ejrayef,Tintane,Hodh El Gharbi,108,48,2,0,46,40,2,0,0,0,4
Mekanet,Aïoun,Hodh El Gharbi,536,354,2,0,352,248,1,1,0,3,99
Ecole 1 Ouad Oum El Khez,Kiffa,Assaba,324,192,2,1,189,183,5,0,0,0,1
Ethlim,Aleg,Brakna,268,189,7,0,182,119,1,0,0,0,62
El Ighatha,Koubenni,Hodh El Gharbi,240,163,1,0,162,132,1,0,0,10,19
Ecole Dar Essalama,R'Kiz,Trarza,290,219,4,8,207,14,80,0,103,0,10
Ecole Boufal,Aleg,Brakna,247,166,3,0,163,155,2,0,0,0,6
Ecole El Basra,R'Kiz,Trarza,288,224,4,1,219,155,59,0,2,0,3
Chekratil,Oualata,Hodh Chargui,175,116,0,2,114,107,0,0,0,1,6
Ecole Ejichane,Aoujeft,Adrar,259,169,0,0,169,94,1,35,0,0,39
Medbougou 2 - Tenghal Nouroul,Koubenni,Hodh El Gharbi,465,173,6,1,166,121,25,1,2,1,16
Ecole 10,El Mina,Nouakchott Sud,483,362,12,11,339,33,122,7,150,1,26
Ecole Gani,R'Kiz,Trarza,506,353,4,2,347,147,151,2,42,0,5
Ecole 10,El Mina,Nouakchott Sud,481,401,8,10,383,16,181,3,169,2,12
Ennour,Amourj,Hodh Chargui,256,170,18,1,151,97,1,0,0,0,53
Collège 2,El Mina,Nouakchott Sud,575,440,11,11,418,41,183,0,169,0,25
Ould Bleila,Koubenni,Hodh El Gharbi,303,227,9,0,218,203,10,0,0,0,5
Ecole Bas Nguedi,Aleg,Brakna,331,205,10,0,195,136,14,25,2,0,18
Ecole Hsey Amar,R'Kiz,Trarza,461,296,8,6,282,196,37,1,1,0,47
Ecole Toungad,Aoujeft,Adrar,410,311,6,1,304,247,8,26,3,0,20
Ecole Bas Nguedi,Aleg,Brakna,332,197,9,1,187,139,9,26,0,0,13
Ecole Lemhariya,R'Kiz,Trarza,525,419,5,0,414,166,214,2,2,0,30
Ecole Boura El Meden,Aleg,Brakna,299,227,11,0,216,158,33,10,0,0,15
Ecole 13 Baghdad,Nouadhibou,Dakhlet Nouadhibou,573,453,7,2,444,135,167,2,40,3,97
Ecole Lemleigue,R'Kiz,Trarza,235,197,14,3,180,16,114,2,41,3,4
Ecole Mbidane,Aleg,Brakna,492,177,2,0,175,86,59,3,1,1,25
Ecole Nessiba,El Mina,Nouakchott Sud,537,378,12,6,360,68,157,8,91,0,36
Medbougou 1 _ Nord Marché,Koubenni,Hodh El Gharbi,435,217,4,1,212,93,83,1,1,0,34
Ecole Mbidane,Aleg,Brakna,492,207,1,1,205,97,58,1,3,0,46
Ecole Elb El Kheir,Magtalahjar,Brakna,599,413,32,0,381,298,1,0,0,0,82
Ecole Mberwajdi,R'Kiz,Trarza,439,300,32,1,267,100,27,0,51,1,88
Ecole Lem Oudou,Aleg,Brakna,386,133,2,0,131,84,8,0,0,1,38
Ecole Mekke 1 (Lemjeidry),El Mina,Nouakchott Sud,446,345,10,6,329,72,133,5,64,1,54
Nouvelle Maison des Jeunes,Nouadhibou,Dakhlet Nouadhibou,592,447,2,7,438,175,80,9,22,2,150
Ecole El Batha,Aleg,Brakna,304,187,3,0,184,112,7,1,0,0,64
Ecole Bennar,Aleg,Brakna,490,289,8,1,280,218,5,2,0,0,55
Ecole 7,Nouadhibou,Dakhlet Nouadhibou,597,374,7,6,361,111,122,5,31,3,89
Ecole Medina Fanay,R'Kiz,Trarza,439,319,2,10,307,49,77,0,174,0,7
Ecole Hsey Jeda'a,Keur Macène,Trarza,408,231,7,1,223,105,33,19,0,0,66
Ecole Nasra 1,R'Kiz,Trarza,434,331,17,0,314,101,185,4,1,0,23
Ecole 8,Nouadhibou,Dakhlet Nouadhibou,548,420,10,6,404,114,136,5,36,0,113
Ecole 1 Leareiguib,Nouadhibou,Dakhlet Nouadhibou,522,374,7,3,364,94,120,15,57,2,76
Collège 1,Nouadhibou,Dakhlet Nouadhibou,452,378,10,10,358,146,72,8,25,2,105
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,490,16,0,474,57,236,10,121,0,50
Ecole Rgouga El Wasta,Aleg,Brakna,570,296,3,1,292,101,99,0,1,0,91
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,399,23,0,376,70,114,11,108,0,73
Ecole Lem Oudou,Aleg,Brakna,385,167,6,0,161,126,12,1,0,0,22
Ecole Medina Salam,R'Kiz,Trarza,157,125,2,0,123,29,83,3,5,0,3
Ecole Nasra 2,R'Kiz,Trarza,115,93,4,1,88,14,67,1,3,0,3
Ecole Oum El Ghoura,R'Kiz,Trarza,512,335,23,0,312,133,169,2,3,0,5
Ecole Oum El Ghoura,R'Kiz,Trarza,512,382,8,0,374,173,191,2,3,0,5
Tweichitt Kemkema,Aleg,Brakna,136,110,0,0,110,105,1,0,0,0,4
El Ouad El Ghareg,Aleg,Brakna,429,247,2,3,242,207,1,0,1,0,33
Ecole Segam,R'Kiz,Trarza,302,240,2,1,237,90,135,2,6,0,4
Ecole,Aleg,Brakna,456,230,17,1,212,159,3,5,2,0,43
Magha Ibrahim,Aleg,Brakna,215,180,12,0,168,153,7,0,0,0,8
Ecole Teichtayatt,R'Kiz,Trarza,310,200,18,1,181,105,55,0,1,0,20
Seil Ebourjaj,Amourj,Hodh Chargui,388,252,19,0,233,209,15,2,1,0,6
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,411,13,0,398,91,118,6,113,1,69
Kremi Rag,Aleg,Brakna,534,327,3,0,324,153,8,0,0,1,162
taniim,Aleg,Brakna,400,299,2,2,295,204,5,1,0,0,85
Ecole Teichtayatt,R'Kiz,Trarza,310,195,1,2,192,125,53,0,0,0,14
Ecole 1,Aleg,Brakna,453,322,6,0,316,182,44,5,0,0,85
Ecole Tekane,R'Kiz,Trarza,456,345,9,18,318,106,33,1,172,0,6
Ecole Tekane,R'Kiz,Trarza,456,325,5,5,315,101,52,0,156,2,4
Ecole Yekmoune,R'Kiz,Trarza,511,320,11,0,309,58,62,4,2,1,182
sokam lemradin,R'Kiz,Trarza,372,257,16,0,241,82,150,1,3,0,5
Ecole 1 Legrane,Kiffa,Assaba,544,255,2,1,252,236,9,0,0,0,7
El hena,Keur Macène,Trarza,136,87,3,3,81,51,2,0,1,1,26
Ecole El Batha,Aleg,Brakna,303,84,3,1,80,28,8,0,0,0,44
Ecole Mheireth,Aoujeft,Adrar,480,202,0,1,201,157,2,5,1,0,36
Post Santé SAMIA,El Mina,Nouakchott Sud,567,426,9,10,407,49,156,6,148,1,47
Ecole Nessiba,El Mina,Nouakchott Sud,538,406,8,6,392,85,205,7,56,1,38
Collège 1,El Mina,Nouakchott Sud,495,410,16,10,384,58,196,4,102,0,24
Ecole Marva,El Mina,Nouakchott Sud,295,249,11,8,230,98,85,11,21,0,15
CFPF,El Mina,Nouakchott Sud,586,425,5,12,408,69,164,4,147,0,24
Ecole Imam El Hadrami,El Mina,Nouakchott Sud,507,399,20,2,377,105,184,2,28,3,55
Ecole 11,Nouadhibou,Dakhlet Nouadhibou,527,371,16,0,355,91,125,6,28,2,103
Ecole Beddah,El Mina,Nouakchott Sud,493,368,7,4,357,82,168,6,53,2,46
Atile,Amourj,Hodh Chargui,115,81,4,0,77,71,6,0,0,0,0
Ecole Dewchilya Nord,Mederdra,Trarza,395,313,5,1,307,295,1,4,0,0,7
Ecole Inal,Nouadhibou,Dakhlet Nouadhibou,275,106,9,0,97,39,20,2,3,1,32
Dispensaire Koumba Ndaw,Ghabou,Guidimagha,386,205,14,2,189,80,79,2,23,0,5
Ecole Hassi Nakhle,Ghabou,Guidimagha,176,123,7,1,115,111,3,1,0,0,0
Ecole Arghaw,Ghabou,Guidimagha,220,163,18,0,145,133,10,0,1,0,1
Ecole Wad Naaje,Ghabou,Guidimagha,326,226,15,0,211,87,19,1,19,0,85
Ecole Wad Naaje,Ghabou,Guidimagha,326,187,12,8,167,109,13,1,30,0,14
Sabouciré,Ghabou,Guidimagha,378,283,18,1,264,126,117,5,5,0,11
Ecole Samba Ghandji,Ghabou,Guidimagha,442,338,18,16,304,77,103,2,109,1,12
Collège Djaguili,Ghabou,Guidimagha,135,100,9,2,89,30,38,1,17,0,3
Collége Gouraye,Ghabou,Guidimagha,509,357,10,2,345,69,176,4,82,2,12
Ecole 1 Djaguili,Ghabou,Guidimagha,318,198,5,3,190,74,86,5,22,0,3
Ecole 1 Djaguili,Ghabou,Guidimagha,317,196,12,1,183,91,50,10,27,0,5
Ecole 2 Djaguili,Ghabou,Guidimagha,324,201,2,2,197,76,103,2,7,0,9
Ecole Bouroudji,Ghabou,Guidimagha,417,287,3,13,271,94,18,0,158,0,1
Ecole El Jedida,Ghabou,Guidimagha,458,319,11,3,305,72,211,2,14,1,5
Ecole Ezneik bal,Ghabou,Guidimagha,283,213,8,15,190,39,27,0,120,2,2
Ecole Gouraye,Ghabou,Guidimagha,488,382,10,2,370,104,195,3,60,0,8
Ecole Sabou allah,Ghabou,Guidimagha,346,208,8,12,188,18,32,1,134,0,3
Ecole Souvi,Ghabou,Guidimagha,408,232,7,1,224,85,123,1,14,0,1
Ecole Souvi,Ghabou,Guidimagha,409,265,4,4,257,126,111,1,16,0,3
M'beidi'a  Amagué,Ghabou,Guidimagha,458,302,49,0,253,69,165,1,1,1,16
Ecole Boutanda,Ghabou,Guidimagha,261,208,9,8,191,92,20,0,76,0,3
Ecole guer guer,Ghabou,Guidimagha,467,340,13,20,307,43,17,1,243,2,1
Ecole El Melgue,Ghabou,Guidimagha,410,271,3,13,255,8,14,0,229,1,3
Ecole Kankou,Ghabou,Guidimagha,457,309,22,7,280,77,29,1,95,1,77
Ecole Ketan,Ghabou,Guidimagha,181,142,4,0,138,38,95,2,0,0,3
Ecole El Mesgoul,Ghabou,Guidimagha,153,121,1,0,120,33,80,0,1,0,6
Ecole Timinitt,Aoujeft,Adrar,369,223,1,0,222,149,0,9,0,0,64
Ecole Mbal,Keur Macène,Trarza,479,163,9,0,154,102,28,9,2,1,12
Ecole Ibn Yacine,El Mina,Nouakchott Sud,498,395,4,4,387,99,193,2,32,0,61
Ecole 11,Nouadhibou,Dakhlet Nouadhibou,527,413,4,4,405,105,161,10,31,4,94
tejemoua elmaleh,Aoujeft,Adrar,111,89,0,1,88,85,0,2,0,0,1
Lycée Excellence,Tevragh Zeina,Nouakchott Ouest,561,374,10,6,358,90,124,33,52,2,57
Ghnowderte,Tevragh Zeina,Nouakchott Ouest,500,415,5,14,396,234,39,5,10,0,108
Ecole Mekke 1 (Lemjeidry),El Mina,Nouakchott Sud,446,323,4,3,316,84,124,15,23,0,70
Ecole 11,Nouadhibou,Dakhlet Nouadhibou,527,402,6,5,391,133,117,10,24,7,100
Stade olympique,Tevragh Zeina,Nouakchott Ouest,594,332,11,6,315,135,47,21,11,2,99
Ecole 11,Nouadhibou,Dakhlet Nouadhibou,528,443,15,0,428,148,144,3,25,0,108
Ecole 11,Nouadhibou,Dakhlet Nouadhibou,527,400,8,0,392,103,151,8,32,3,95
Ecole proche Nessiba,El Mina,Nouakchott Sud,541,438,11,11,416,24,206,1,173,0,12
Ecole 2,Maghama,Gorgol,567,398,15,0,383,84,109,1,187,0,2
Ecole Nteynou,Keur Macène,Trarza,539,324,16,0,308,176,22,4,2,0,104
Mairie d'El mina,El Mina,Nouakchott Sud,548,385,16,13,356,44,134,2,155,0,21
Ecole 8,Nouadhibou,Dakhlet Nouadhibou,548,442,7,6,429,157,105,9,21,2,135
Ecole Ould Bouna,El Mina,Nouakchott Sud,354,287,9,3,275,47,118,1,47,1,61
Mairie d'El mina,El Mina,Nouakchott Sud,548,369,8,7,354,47,126,1,153,0,27
Ecole 10 El Moutevejeratt,Nouadhibou,Dakhlet Nouadhibou,498,412,6,0,406,79,168,8,66,1,84
Mairie d'El mina,El Mina,Nouakchott Sud,548,444,8,10,426,32,189,1,185,1,18
Ecole 1,Maghama,Gorgol,331,235,0,13,222,21,14,3,174,0,10
Collège 2,El Mina,Nouakchott Sud,574,463,5,12,446,38,222,5,156,0,25
Ecole 1,Maghama,Gorgol,330,230,5,11,214,33,32,2,141,0,6
Ecole Bouaboune,Aoujeft,Adrar,63,41,0,1,40,37,0,0,0,0,3
Ecole 8,Nouadhibou,Dakhlet Nouadhibou,539,453,14,9,430,98,195,6,29,3,99
Boumbri,Keur Macène,Trarza,690,226,8,0,218,114,46,1,2,1,54
Ecole 1 Cansado,Nouadhibou,Dakhlet Nouadhibou,492,368,7,4,357,99,75,11,92,0,80
Ecole Beddah,El Mina,Nouakchott Sud,493,368,8,5,355,68,173,4,54,1,55
Ecole Emezmaz,Aoujeft,Adrar,93,73,1,0,72,70,0,0,0,0,2
Boumbri,Keur Macène,Trarza,69,66,0,1,65,49,7,0,0,1,8
Ecole Ghazali,El Mina,Nouakchott Sud,442,350,18,0,332,60,139,1,110,0,22
Ecole 8,Nouadhibou,Dakhlet Nouadhibou,548,338,4,5,329,98,109,5,23,1,93
Ecole Ghazali,El Mina,Nouakchott Sud,442,343,14,6,323,48,149,1,107,0,18
Ecole Tenemrourett,Aoujeft,Adrar,266,190,1,0,189,154,1,0,0,0,34
Ecole Boulenouar,Nouadhibou,Dakhlet Nouadhibou,554,324,6,0,318,170,36,9,2,3,98
Ecole Boulenouar,Nouadhibou,Dakhlet Nouadhibou,555,255,2,3,250,132,25,5,8,1,79
Insepection des impôts,El Mina,Nouakchott Sud,339,274,3,2,269,95,131,1,17,0,25
Ecole Boulenouar,Nouadhibou,Dakhlet Nouadhibou,554,277,2,0,275,123,25,8,8,2,109
Ecole proche Nessiba,El Mina,Nouakchott Sud,548,438,10,7,421,24,183,1,202,0,11
Ecole Lemseidi,Aoujeft,Adrar,262,250,1,2,247,237,0,1,0,0,9
Ecole Boulenouar,Nouadhibou,Dakhlet Nouadhibou,554,309,6,4,299,127,30,6,8,3,125
Ecole Boulenouar,Nouadhibou,Dakhlet Nouadhibou,550,258,3,2,253,89,51,6,9,2,96
Ecole 2,Maghama,Gorgol,567,406,15,13,378,112,81,3,178,0,4
Ecole Boulenouar,Nouadhibou,Dakhlet Nouadhibou,554,214,0,9,205,112,17,4,3,0,69
Ecole 1 Samouga,Kiffa,Assaba,382,177,10,1,166,139,18,0,0,2,7
Ecole Boulenouar,Nouadhibou,Dakhlet Nouadhibou,554,195,1,0,194,92,8,6,4,1,83
El Rahma,Aoujeft,Adrar,130,108,0,0,108,100,1,0,1,0,6
Ecole Boulenouar,Nouadhibou,Dakhlet Nouadhibou,554,250,2,0,248,131,29,4,2,1,81
Ecole 8,Nouadhibou,Dakhlet Nouadhibou,548,364,4,4,356,111,96,5,45,2,97
Centre d'Accueil des Citoyens,Maghama,Gorgol,583,388,4,4,380,204,91,15,62,0,8
Collège 1,El Mina,Nouakchott Sud,497,369,8,2,359,85,146,5,82,1,40
Centre d'Accueil des Citoyens,Maghama,Gorgol,583,360,14,4,342,172,104,15,46,2,3
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,423,9,0,414,109,87,10,117,0,91
Dar Naem Nord (Ecole 2),Aleg,Brakna,469,288,4,0,284,133,6,3,0,4,138
Ecole 8,Nouadhibou,Dakhlet Nouadhibou,548,364,4,4,356,111,96,5,45,2,97
Bouguel,Maghama,Gorgol,458,366,14,0,352,86,191,3,60,0,12
Ecole Lealeibat,Aleg,Brakna,491,316,6,2,308,197,3,3,4,1,100
Ecole 1 Tahil,Nouadhibou,Dakhlet Nouadhibou,547,387,14,1,372,67,232,14,12,1,46
Collège de Wali,Maghama,Gorgol,330,227,3,4,220,84,95,4,36,0,1
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,398,4,9,385,75,108,11,118,2,71
Dispensaire Bir Toress,Mederdra,Trarza,475,275,5,1,269,187,29,3,1,2,47
Ecole 10 El Moutevejeratt,Nouadhibou,Dakhlet Nouadhibou,498,382,10,12,360,57,114,7,120,5,57
Lycée,El Mina,Nouakchott Sud,555,488,18,11,459,17,235,2,189,2,14
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,414,5,7,402,92,127,7,102,1,73
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,497,5,14,478,39,224,3,182,0,30
Ecole 1 Tahil,Nouadhibou,Dakhlet Nouadhibou,547,410,8,1,401,78,228,16,15,0,64
Ecole 11,Nouadhibou,Dakhlet Nouadhibou,527,361,17,2,342,116,129,14,12,2,69
Ecole 11,Nouadhibou,Dakhlet Nouadhibou,527,419,10,4,405,97,192,3,24,10,79
Ecole Achram Teganet,Moudjeria,Tagant,309,211,4,0,207,171,11,0,0,0,25
Ecole Ntilimit,Moudjeria,Tagant,252,182,7,0,175,102,6,2,4,0,61
Ecole Tencheiba,Moudjeria,Tagant,150,107,1,2,104,100,1,0,0,0,3
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,472,22,0,450,98,142,10,148,0,52
Ecole Temtemdej,Aoujeft,Adrar,268,153,3,0,150,111,6,7,0,2,24
Dispensaire Bameira,Guerou,Assaba,396,326,14,2,310,290,2,1,0,1,16
Ecole Nazaha,Guerou,Assaba,417,178,22,0,156,67,58,0,1,1,29
Ecole Elevage,Guerou,Assaba,437,185,5,0,180,45,62,0,6,2,65
Ecole Nord,Guerou,Assaba,567,321,13,2,306,116,62,1,13,0,114
Ecole 2 de Guerou,Guerou,Assaba,548,348,40,0,308,196,53,4,0,0,55
Ecole N'Takat,Guerou,Assaba,419,153,6,0,147,85,8,2,1,1,50
Oum Leroug,Guerou,Assaba,153,91,4,0,87,79,1,1,0,0,6
Ecole 1 de Guerou,Guerou,Assaba,310,169,5,2,162,86,51,0,2,0,23
ecole tweykide,Guerou,Assaba,221,145,6,0,139,106,0,3,1,0,29
Ecole 1 de Guerou,Guerou,Assaba,311,138,16,0,122,79,24,0,0,0,19
Bureau Elevage,Guerou,Assaba,437,228,6,3,219,137,46,2,11,0,23
SNDE,Guerou,Assaba,347,213,4,1,208,127,43,1,2,0,35
Ecole Bab Salam,Guerou,Assaba,537,362,26,2,334,219,61,2,2,6,44
Ecole Oueid Jrid,Guerou,Assaba,476,312,34,0,278,136,59,0,1,0,82
Ecole Oum Nouar,Guerou,Assaba,447,208,19,0,189,31,67,0,2,0,89
Ecole Oum Nouar,Guerou,Assaba,447,190,13,1,176,45,82,1,1,0,47
Ecole Bab Salam,Guerou,Assaba,539,310,18,0,292,217,37,0,1,6,31
Ecole Oueid Rahma,Guerou,Assaba,371,283,4,0,279,156,15,0,0,0,108
Ecole 1,Guerou,Assaba,579,271,14,0,257,102,6,5,1,2,141
Ecole 2 Bagdad,Guerou,Assaba,419,243,5,0,238,174,2,2,1,5,54
Ecole Nazaha,Guerou,Assaba,416,241,12,0,229,105,78,0,2,0,44
Centre d'Accueil des Citoyens,Guerou,Assaba,533,62,5,0,57,28,18,0,0,0,11
Hotel de Ville,Guerou,Assaba,439,292,5,2,285,146,46,1,3,0,89
Ecole Kiffa,Guerou,Assaba,500,165,6,1,158,67,4,2,0,0,85
Ecole Kamour,Guerou,Assaba,455,194,7,1,186,106,22,0,1,2,55
Hotel de Ville,Guerou,Assaba,491,199,5,0,194,116,7,2,1,0,68
Ecole Nord,Guerou,Assaba,568,237,11,0,226,99,46,1,5,1,74
Ecole 2 Bagdad,Guerou,Assaba,419,278,3,0,275,239,2,1,0,1,32
Bureau Elevage,Guerou,Assaba,438,207,27,0,180,98,37,0,1,0,44
Hotel de Ville,Guerou,Assaba,491,201,5,0,196,107,22,1,0,0,66
Hotel de Ville,Guerou,Assaba,491,177,4,1,172,83,23,1,0,0,65
Ecole Dakhla,Guerou,Assaba,324,221,3,0,218,198,8,0,2,0,10
Ecole Kamour,Guerou,Assaba,454,273,3,1,269,140,51,1,0,0,77
Ecole Bab Salam,Guerou,Assaba,419,194,13,1,180,122,42,0,0,0,16
Ecole Bab Salam,Guerou,Assaba,420,227,6,1,220,129,57,3,2,0,29
Ecole Taghada El Wasaa,Guerou,Assaba,353,259,19,0,240,207,20,0,0,0,13
Hotel de Ville,Guerou,Assaba,491,183,11,0,172,85,16,1,0,0,70
Ecole Chekata,Guerou,Assaba,383,248,32,0,216,192,12,4,0,0,8
Ecole 1,Guerou,Assaba,579,276,18,0,258,146,11,1,0,0,100
Ecole 1 Bagdad,Guerou,Assaba,559,242,12,1,229,162,11,1,0,0,55
Hotel de Ville,Guerou,Assaba,439,205,4,2,199,94,41,0,0,0,64
Hotel de Ville,Guerou,Assaba,438,220,23,0,197,92,33,2,0,0,70
Ecole 13 Baghdad,Nouadhibou,Dakhlet Nouadhibou,574,401,5,2,394,133,135,7,27,1,91
Ecole 9,Nouadhibou,Dakhlet Nouadhibou,574,435,14,14,407,86,120,8,107,5,81
Ecole 1 Cansado,Nouadhibou,Dakhlet Nouadhibou,490,386,8,0,378,103,81,16,84,3,91
Ecole 7,Nouadhibou,Dakhlet Nouadhibou,597,381,6,2,373,125,124,6,19,6,93
Ecole 7,Nouadhibou,Dakhlet Nouadhibou,597,411,7,2,402,134,125,12,15,3,113
Ecole 7,Nouadhibou,Dakhlet Nouadhibou,588,492,9,0,483,90,267,5,20,14,87
Jardin d'enfants el Ghayrwane,Nouadhibou,Dakhlet Nouadhibou,511,335,5,6,324,79,103,11,32,2,97
Lycée,Monguel,Gorgol,309,174,5,4,165,100,11,3,46,0,5
Ecole Oudey Chrak,Monguel,Gorgol,331,188,24,0,164,96,24,1,18,0,25
Ecole Oudey Chrak,Monguel,Gorgol,331,205,8,4,193,88,37,2,11,0,55
Toueijila,Monguel,Gorgol,435,249,8,0,241,83,55,96,0,1,6
Ndjakodi,Monguel,Gorgol,303,156,8,7,141,30,17,1,88,2,3
Tebeit,Monguel,Gorgol,306,158,5,0,153,46,88,11,6,0,2
Evejar,Monguel,Gorgol,468,257,6,1,250,175,26,14,1,1,33
Tebeit,Monguel,Gorgol,306,145,16,0,129,27,68,14,18,1,1
Bathet Meit,Monguel,Gorgol,589,333,3,2,328,279,29,16,2,0,2
Evejar,Monguel,Gorgol,467,222,6,0,216,149,30,13,4,0,20
Bathet Meit,Monguel,Gorgol,589,296,7,0,289,208,43,32,2,1,3
Ecole 1,Monguel,Gorgol,489,304,10,1,293,161,75,2,23,1,31
Ecole 1,Monguel,Gorgol,487,257,13,4,240,139,58,6,22,0,15
Lekhsara,Monguel,Gorgol,428,195,1,2,192,104,76,1,0,1,10
Ecole 1,Monguel,Gorgol,490,288,15,2,271,138,59,17,28,1,28
Boudherwa 1,Monguel,Gorgol,552,261,6,0,255,201,45,1,1,1,6
El Hella 1,Monguel,Gorgol,327,174,4,0,170,118,7,2,3,0,40
Jatel,Monguel,Gorgol,311,214,11,0,203,104,47,36,7,0,9
El Hella 1,Monguel,Gorgol,327,131,4,0,127,98,10,2,0,0,17
Boudherwa 1,Monguel,Gorgol,481,274,12,0,262,163,67,1,3,0,28
Jatel,Monguel,Gorgol,312,229,8,1,220,126,36,43,6,0,9
Ecole Torkoz,Monguel,Gorgol,284,135,8,0,127,48,73,0,2,0,4
Toueizigra,Monguel,Gorgol,321,199,5,1,193,136,36,1,8,0,12
Dar Salam,Monguel,Gorgol,373,200,10,1,189,157,14,2,0,2,14
Toueizigra,Monguel,Gorgol,320,212,6,0,206,136,42,8,9,1,10
Zegueilim,Monguel,Gorgol,587,310,13,2,295,213,59,8,9,0,6
Hsey Nmadi,Monguel,Gorgol,417,171,14,6,151,58,59,7,11,1,15
Ndjakodi,Monguel,Gorgol,303,202,7,12,183,25,8,0,147,1,2
Hsey Nmadi,Monguel,Gorgol,416,234,22,10,202,68,43,5,71,0,15
Zegueilim,Monguel,Gorgol,586,305,7,0,298,205,55,15,5,2,16
El Meden,Monguel,Gorgol,498,252,26,0,226,98,119,0,1,0,8
Lembarat,Monguel,Gorgol,438,258,2,1,255,172,38,4,7,1,33
El Meden,Monguel,Gorgol,497,253,19,0,234,112,113,0,2,0,7
Avjeijir,Monguel,Gorgol,509,242,14,0,228,165,49,0,1,0,13
Levreie 4,Monguel,Gorgol,451,186,7,0,179,136,37,1,0,1,4
Toueijila,Monguel,Gorgol,435,232,7,0,225,73,41,106,0,0,5
Dispensaire Bameira,Guerou,Assaba,395,284,16,1,267,246,4,0,1,0,16
Ecole Oum Dli,Guerou,Assaba,198,126,6,0,120,64,5,0,0,0,51
Ecole Gleitet Egheyar,Moudjeria,Tagant,204,145,3,0,142,99,3,0,1,1,38
Ecole Ain El Khachba,Moudjeria,Tagant,313,241,1,1,239,202,3,0,0,0,34
Ecole El Metgheimbra,Moudjeria,Tagant,171,121,1,1,119,108,2,0,0,0,9
Ecole El Vouj,Moudjeria,Tagant,263,194,2,0,192,124,2,2,0,0,64
Ecole Wad Leghnem,Moudjeria,Tagant,175,149,2,61,86,69,2,0,7,1,7
Gleytet El mane,Moudjeria,Tagant,172,107,1,0,106,93,10,0,0,0,3
Ecole Guellaga,Moudjeria,Tagant,193,101,9,1,91,70,15,0,0,1,5
jelkhet ezkhaymate,Magtalahjar,Brakna,157,98,1,0,97,48,11,1,0,0,37
Ecole Aweiviya,Keur Macène,Trarza,324,204,5,1,198,125,1,0,0,0,72
Ecole Nteynou,Keur Macène,Trarza,541,360,10,1,349,260,33,10,0,0,46
Lebheir 2 Commune,Barkéol,Assaba,323,103,0,0,103,76,2,5,2,0,18
Legdour,Amourj,Hodh Chargui,348,260,20,0,240,223,2,0,0,0,15
Ecole Leoueissy,Barkéol,Assaba,291,139,12,0,127,62,48,1,0,0,16
Baghdade 2,Guerou,Assaba,368,234,2,0,232,177,2,3,0,0,50
Reyouk ecole,Tamcheket,Hodh El Gharbi,515,355,7,1,347,182,11,0,0,0,154
El Ghoudiya 1,Tidjikja,Tagant,459,157,1,1,155,107,8,27,0,0,13
Eguerj El kheyel ecole,Tamcheket,Hodh El Gharbi,134,106,1,0,105,80,2,1,0,0,22
Ecole,M'Bout,Gorgol,539,375,6,1,368,65,204,92,5,0,2
Soufa,M'Bout,Gorgol,250,166,8,1,157,92,47,1,14,0,3
Bedizguine,M'Bout,Gorgol,396,208,6,0,202,115,80,5,1,0,1
Ecole Kaloula,Barkéol,Assaba,439,248,1,0,247,205,0,0,1,2,39
El Ghoudiya 1,Tidjikja,Tagant,458,220,3,0,217,158,15,25,1,0,18
Ecole  Mahadra,Keur Macène,Trarza,436,360,7,4,349,213,12,1,0,0,123
Kendel,Tidjikja,Tagant,90,51,2,1,48,35,1,4,0,0,8
Ecole Dar Essalam,Keur Macène,Trarza,418,176,3,0,173,87,30,4,0,1,51
Aoueinat Erji,Tidjikja,Tagant,221,187,0,3,184,152,1,1,0,0,30
El hela,Koubenni,Hodh El Gharbi,327,194,9,0,185,135,0,3,6,0,41
Elvelanya,Koubenni,Hodh El Gharbi,433,311,14,1,296,198,3,2,12,0,81
Dendane,Tidjikja,Tagant,106,59,0,2,57,54,2,0,0,0,1
Bou Telhayeh,Koubenni,Hodh El Gharbi,389,243,2,1,240,206,1,0,0,0,33
Bou Telhayeh,Koubenni,Hodh El Gharbi,389,213,0,0,213,183,0,1,1,1,27
Hassi El Avya,Koubenni,Hodh El Gharbi,202,127,2,0,125,113,0,0,0,0,12
Ecole Choum,Atar,Adrar,558,193,8,0,185,85,22,2,3,2,71
Zweireh,Tidjikja,Tagant,137,106,3,0,103,97,0,2,0,0,4
Ecole Bouteidouma,Keur Macène,Trarza,372,204,4,2,198,106,30,13,1,0,48
Silla,Kaédi,Gorgol,336,226,7,4,215,85,44,0,84,0,2
Ould aaghil 1,Koubenni,Hodh El Gharbi,334,208,5,0,203,191,0,0,6,1,5
Radhi  ecole,Tamcheket,Hodh El Gharbi,366,243,2,0,241,221,3,1,0,0,16
