office_name,county_name,state_name,registered,voted,void,neutral,suffrage,ghazouani_votes,biram_votes,mewloud_votes,kane_votes,wavi_votes,boubacar_votes,gaz_perct,biram_perct,mewloud_perct,kane_perct,wavi_perct,boubacar_perct,turnout
Ecole 1,Djiguenni,Hodh Chargui,485,329,2,0,327,215,16,1,3,3,89,0.6574923547400612,0.04892966360856269,0.0030581039755351682,0.009174311926605505,0.009174311926605505,0.27217125382262997,67.84
Dispensaire Choum,Atar,Adrar,349,169,10,0,159,90,29,3,3,0,34,0.5660377358490566,0.18238993710691823,0.018867924528301886,0.018867924528301886,0.0,0.2138364779874214,48.42
Tally Lakhdar,Koubenni,Hodh El Gharbi,103,73,2,0,71,47,4,3,0,0,17,0.6619718309859155,0.056338028169014086,0.04225352112676056,0.0,0.0,0.23943661971830985,70.87
Ecole Tigoumatine,Keur Macène,Trarza,373,231,20,2,209,88,19,5,0,0,97,0.42105263157894735,0.09090909090909091,0.023923444976076555,0.0,0.0,0.46411483253588515,61.93
Ghligue El Ghedhef ecole,Tamcheket,Hodh El Gharbi,216,174,4,0,170,165,0,0,1,0,4,0.9705882352941176,0.0,0.0,0.0058823529411764705,0.0,0.023529411764705882,80.56
Ecole Choum,Atar,Adrar,559,311,12,0,299,160,17,2,2,0,118,0.5351170568561873,0.056856187290969896,0.006688963210702341,0.006688963210702341,0.0,0.39464882943143814,55.64
Ecole Devea,Djiguenni,Hodh Chargui,529,281,1,0,280,258,1,0,0,1,20,0.9214285714285714,0.0035714285714285713,0.0,0.0,0.0035714285714285713,0.07142857142857142,53.12
Sureté,Koubenni,Hodh El Gharbi,230,131,15,6,110,95,0,9,2,0,4,0.8636363636363636,0.0,0.08181818181818182,0.01818181818181818,0.0,0.03636363636363636,56.96
Ecole Hassi Saleck,Djiguenni,Hodh Chargui,308,190,2,1,187,144,1,1,0,0,41,0.7700534759358288,0.0053475935828877,0.0053475935828877,0.0,0.0,0.2192513368983957,61.69
Ould aaghil 1,Koubenni,Hodh El Gharbi,334,145,4,2,139,127,0,1,11,0,0,0.9136690647482014,0.0,0.007194244604316547,0.07913669064748201,0.0,0.0,43.41
Ecole Teichtaya,Djiguenni,Hodh Chargui,527,289,35,0,254,167,3,0,0,3,81,0.65748031496063,0.011811023622047244,0.0,0.0,0.011811023622047244,0.3188976377952756,54.84
Ecole Doueira,Aoujeft,Adrar,60,31,1,0,30,27,0,1,0,0,2,0.9,0.0,0.03333333333333333,0.0,0.0,0.06666666666666667,51.67
Ecole N'Terguent,Aoujeft,Adrar,348,208,3,1,204,135,0,2,2,1,64,0.6617647058823529,0.0,0.00980392156862745,0.00980392156862745,0.004901960784313725,0.3137254901960784,59.77
Ecole Teichtaya,Djiguenni,Hodh Chargui,527,287,3,1,283,168,2,1,0,5,107,0.5936395759717314,0.007067137809187279,0.0035335689045936395,0.0,0.0176678445229682,0.37809187279151946,54.46
Ecole Nweib,Aoujeft,Adrar,294,147,7,1,139,125,0,2,0,0,12,0.8992805755395683,0.0,0.014388489208633094,0.0,0.0,0.08633093525179857,50.0
Hassi Mohamed,Bassiknou,Hodh Chargui,142,63,0,0,63,62,0,0,0,1,0,0.9841269841269841,0.0,0.0,0.0,0.015873015873015872,0.0,44.37
Abbaga,Bassiknou,Hodh Chargui,387,182,1,0,181,176,1,0,0,0,4,0.9723756906077348,0.0055248618784530384,0.0,0.0,0.0,0.022099447513812154,47.03
Ecole Oum Chenad,Aoujeft,Adrar,78,59,0,0,59,49,0,0,0,0,10,0.8305084745762712,0.0,0.0,0.0,0.0,0.1694915254237288,75.64
Ecole Ouyoune Lebgar,Aoujeft,Adrar,68,56,0,0,56,54,1,0,0,0,1,0.9642857142857143,0.017857142857142856,0.0,0.0,0.0,0.017857142857142856,82.35
Ecole El Medah,Aoujeft,Adrar,316,137,3,0,134,116,0,0,0,0,18,0.8656716417910447,0.0,0.0,0.0,0.0,0.13432835820895522,43.35
Ecole Kraa Savya - Tadreissa,Aoujeft,Adrar,260,170,0,0,170,99,0,7,0,1,63,0.5823529411764706,0.0,0.041176470588235294,0.0,0.0058823529411764705,0.37058823529411766,65.38
Ecole Kra'e Chorva,Aoujeft,Adrar,331,192,9,1,182,171,0,2,0,0,9,0.9395604395604396,0.0,0.01098901098901099,0.0,0.0,0.04945054945054945,58.01
El Batine,Aoujeft,Adrar,307,279,1,2,276,239,1,2,0,1,33,0.8659420289855072,0.0036231884057971015,0.007246376811594203,0.0,0.0036231884057971015,0.11956521739130435,90.88
Ecole Aoujeft,Aoujeft,Adrar,585,416,1,2,413,297,13,64,3,1,35,0.7191283292978208,0.031476997578692496,0.1549636803874092,0.007263922518159807,0.002421307506053269,0.0847457627118644,71.11
Ecole Aoujeft,Aoujeft,Adrar,584,370,5,3,362,250,20,53,5,1,33,0.6906077348066298,0.055248618784530384,0.1464088397790055,0.013812154696132596,0.0027624309392265192,0.09116022099447514,63.36
Ecole Loudey,Aoujeft,Adrar,264,166,0,0,166,93,0,48,2,0,23,0.5602409638554217,0.0,0.2891566265060241,0.012048192771084338,0.0,0.13855421686746988,62.88
Ecole Tirebane,Aoujeft,Adrar,225,183,0,0,183,137,3,42,1,0,0,0.7486338797814208,0.01639344262295082,0.22950819672131148,0.00546448087431694,0.0,0.0,81.33
Commune Maaden,Aoujeft,Adrar,311,167,0,1,166,134,4,3,0,0,25,0.8072289156626506,0.024096385542168676,0.018072289156626505,0.0,0.0,0.15060240963855423,53.7
Ecole Agadir,Aoujeft,Adrar,108,93,0,0,93,88,0,3,0,0,2,0.946236559139785,0.0,0.03225806451612903,0.0,0.0,0.021505376344086023,86.11
Ecole Mheireth,Aoujeft,Adrar,480,237,7,3,227,163,5,2,1,0,56,0.7180616740088106,0.022026431718061675,0.00881057268722467,0.004405286343612335,0.0,0.24669603524229075,49.38
Ecole Terjitt,Aoujeft,Adrar,300,82,3,0,79,56,0,1,0,0,22,0.7088607594936709,0.0,0.012658227848101266,0.0,0.0,0.27848101265822783,27.33
Ecole Wegchedha,Aoujeft,Adrar,402,250,3,0,247,150,2,54,0,1,40,0.6072874493927125,0.008097165991902834,0.21862348178137653,0.0,0.004048582995951417,0.16194331983805668,62.19
Legreyveh ecole,Tamcheket,Hodh El Gharbi,373,225,2,1,222,123,12,3,0,0,84,0.5540540540540541,0.05405405405405406,0.013513513513513514,0.0,0.0,0.3783783783783784,60.32
Ecole El Khouwara,Keur Macène,Trarza,449,308,3,10,295,221,29,3,0,4,38,0.7491525423728813,0.09830508474576272,0.010169491525423728,0.0,0.013559322033898305,0.1288135593220339,68.6
Tweiva,N'beiket Lahwach,Hodh Chargui,123,40,1,0,39,28,2,1,0,0,8,0.717948717948718,0.05128205128205128,0.02564102564102564,0.0,0.0,0.20512820512820512,32.52
Hassi youba,N'beiket Lahwach,Hodh Chargui,174,59,1,0,58,55,2,0,0,0,1,0.9482758620689655,0.034482758620689655,0.0,0.0,0.0,0.017241379310344827,33.91
Tejal El Hajra,Koubenni,Hodh El Gharbi,323,169,9,0,160,140,10,1,0,1,8,0.875,0.0625,0.00625,0.0,0.00625,0.05,52.32
Sondage Saleck,N'beiket Lahwach,Hodh Chargui,581,449,5,0,444,438,0,1,0,1,4,0.9864864864864865,0.0,0.0022522522522522522,0.0,0.0022522522522522522,0.009009009009009009,77.28
Sahla,Tidjikja,Tagant,307,208,3,1,204,157,42,1,0,0,4,0.7696078431372549,0.20588235294117646,0.004901960784313725,0.0,0.0,0.0196078431372549,67.75
Ecole Eguenni Ehel Nouh,Kiffa,Assaba,187,155,2,5,148,145,0,2,0,0,1,0.9797297297297297,0.0,0.013513513513513514,0.0,0.0,0.006756756756756757,82.89
Ecole 1,Djiguenni,Hodh Chargui,485,246,6,0,240,154,8,1,1,2,74,0.6416666666666667,0.03333333333333333,0.004166666666666667,0.004166666666666667,0.008333333333333333,0.30833333333333335,50.72
Ecole Egjert,Djiguenni,Hodh Chargui,375,194,2,0,192,151,2,0,0,1,38,0.7864583333333334,0.010416666666666666,0.0,0.0,0.005208333333333333,0.19791666666666666,51.73
Sidi vall,N'beiket Lahwach,Hodh Chargui,120,46,3,1,42,41,0,0,0,0,1,0.9761904761904762,0.0,0.0,0.0,0.0,0.023809523809523808,38.33
Louber,Koubenni,Hodh El Gharbi,581,196,2,0,194,165,0,6,1,9,13,0.8505154639175257,0.0,0.030927835051546393,0.005154639175257732,0.04639175257731959,0.06701030927835051,33.73
Ecole M'Bouss,Keur Macène,Trarza,372,268,8,2,258,145,21,6,0,0,86,0.562015503875969,0.08139534883720931,0.023255813953488372,0.0,0.0,0.3333333333333333,72.04
Hassi Lebiadh,N'beiket Lahwach,Hodh Chargui,133,123,2,0,121,117,0,0,0,0,4,0.9669421487603306,0.0,0.0,0.0,0.0,0.03305785123966942,92.48
Ecole Loubeyrid,Keur Macène,Trarza,320,191,15,1,175,89,22,9,0,1,54,0.5085714285714286,0.12571428571428572,0.05142857142857143,0.0,0.005714285714285714,0.30857142857142855,59.69
Kervi,Koubenni,Hodh El Gharbi,362,226,12,1,213,94,79,3,1,1,35,0.4413145539906103,0.37089201877934275,0.014084507042253521,0.004694835680751174,0.004694835680751174,0.1643192488262911,62.43
Lekhnegue,Tamcheket,Hodh El Gharbi,288,181,7,0,174,154,1,0,0,1,18,0.8850574712643678,0.005747126436781609,0.0,0.0,0.005747126436781609,0.10344827586206896,62.85
Letighe,N'beiket Lahwach,Hodh Chargui,199,107,0,0,107,95,0,0,0,0,12,0.8878504672897196,0.0,0.0,0.0,0.0,0.11214953271028037,53.77
Ecole El Ghoghriya,Djiguenni,Hodh Chargui,342,255,1,1,253,235,1,0,0,0,17,0.9288537549407114,0.003952569169960474,0.0,0.0,0.0,0.06719367588932806,74.56
Ecole N'beiket Lahwach,N'beiket Lahwach,Hodh Chargui,449,182,4,1,177,147,6,3,0,6,15,0.8305084745762712,0.03389830508474576,0.01694915254237288,0.0,0.03389830508474576,0.0847457627118644,40.53
El Mabrouk ecole,Tamcheket,Hodh El Gharbi,410,276,3,0,273,226,0,0,0,0,47,0.8278388278388278,0.0,0.0,0.0,0.0,0.17216117216117216,67.32
Temagha,Tamcheket,Hodh El Gharbi,113,87,0,0,87,84,1,0,0,0,2,0.9655172413793104,0.011494252873563218,0.0,0.0,0.0,0.022988505747126436,76.99
Ecole Hassi Nbeg,Djiguenni,Hodh Chargui,278,200,1,1,198,174,2,0,0,1,21,0.8787878787878788,0.010101010101010102,0.0,0.0,0.005050505050505051,0.10606060606060606,71.94
Hassi Hademine,N'beiket Lahwach,Hodh Chargui,113,83,1,0,82,82,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,73.45
Ecole Jeftenni,Kiffa,Assaba,532,234,11,2,221,160,25,15,16,2,3,0.7239819004524887,0.11312217194570136,0.06787330316742081,0.07239819004524888,0.00904977375565611,0.013574660633484163,43.98
Hassi Igyaren,N'beiket Lahwach,Hodh Chargui,114,45,2,0,43,42,1,0,0,0,0,0.9767441860465116,0.023255813953488372,0.0,0.0,0.0,0.0,39.47
Zribe,N'beiket Lahwach,Hodh Chargui,554,470,2,0,468,457,1,1,0,1,8,0.9764957264957265,0.002136752136752137,0.002136752136752137,0.0,0.002136752136752137,0.017094017094017096,84.84
Arch Bellouti,N'beiket Lahwach,Hodh Chargui,174,87,2,0,85,82,0,0,0,3,0,0.9647058823529412,0.0,0.0,0.0,0.03529411764705882,0.0,50.0
Karkart Ehl Med Seghier,Koubenni,Hodh El Gharbi,300,237,2,0,235,160,2,0,0,0,73,0.6808510638297872,0.00851063829787234,0.0,0.0,0.0,0.31063829787234043,79.0
Zribe,N'beiket Lahwach,Hodh Chargui,555,489,7,0,482,448,0,0,0,0,34,0.9294605809128631,0.0,0.0,0.0,0.0,0.07053941908713693,88.11
Ecole Hassi Saleck,Djiguenni,Hodh Chargui,308,202,1,0,201,142,0,0,0,0,59,0.7064676616915423,0.0,0.0,0.0,0.0,0.2935323383084577,65.58
Dispensaire Choum,Atar,Adrar,349,214,6,0,208,98,20,1,0,1,88,0.47115384615384615,0.09615384615384616,0.004807692307692308,0.0,0.004807692307692308,0.4230769230769231,61.32
El berbare ecole,Tamcheket,Hodh El Gharbi,174,130,0,0,130,124,4,0,0,0,2,0.9538461538461539,0.03076923076923077,0.0,0.0,0.0,0.015384615384615385,74.71
Varea Ayara,Tidjikja,Tagant,111,69,1,0,68,59,4,0,0,0,5,0.8676470588235294,0.058823529411764705,0.0,0.0,0.0,0.07352941176470588,62.16
Ecole Lemzeimet,Kiffa,Assaba,304,169,0,0,169,128,3,0,0,1,37,0.757396449704142,0.01775147928994083,0.0,0.0,0.005917159763313609,0.21893491124260356,55.59
Ain awlad weiss,Néma,Hodh Chargui,445,331,3,0,328,282,0,0,0,16,30,0.8597560975609756,0.0,0.0,0.0,0.04878048780487805,0.09146341463414634,74.38
Ecole Lemzeimet,Kiffa,Assaba,304,170,1,0,169,138,1,3,1,0,26,0.8165680473372781,0.005917159763313609,0.01775147928994083,0.005917159763313609,0.0,0.15384615384615385,55.92
ENichane ecole,Tamcheket,Hodh El Gharbi,471,351,9,0,342,333,3,1,0,0,5,0.9736842105263158,0.008771929824561403,0.0029239766081871343,0.0,0.0,0.014619883040935672,74.52
Mremida ecole,Tamcheket,Hodh El Gharbi,428,359,8,0,351,265,15,3,0,0,68,0.7549857549857549,0.042735042735042736,0.008547008547008548,0.0,0.0,0.19373219373219372,83.88
Boubteha,Néma,Hodh Chargui,260,145,9,0,136,99,3,0,1,1,32,0.7279411764705882,0.022058823529411766,0.0,0.007352941176470588,0.007352941176470588,0.23529411764705882,55.77
Ecole Aghoratt,Kiffa,Assaba,539,220,6,0,214,151,7,0,0,1,55,0.705607476635514,0.03271028037383177,0.0,0.0,0.004672897196261682,0.2570093457943925,40.82
Belehenda,Koubenni,Hodh El Gharbi,364,131,7,0,124,103,3,1,0,4,13,0.8306451612903226,0.024193548387096774,0.008064516129032258,0.0,0.03225806451612903,0.10483870967741936,35.99
Hotel de ville,Djiguenni,Hodh Chargui,579,328,9,0,319,269,5,4,2,1,38,0.8432601880877743,0.01567398119122257,0.012539184952978056,0.006269592476489028,0.003134796238244514,0.11912225705329153,56.65
Guetae Teydoum commune,Tamcheket,Hodh El Gharbi,418,343,8,0,335,244,42,0,0,0,49,0.7283582089552239,0.1253731343283582,0.0,0.0,0.0,0.14626865671641792,82.06
Rag Leze,Tidjikja,Tagant,127,90,0,0,90,87,0,1,0,0,2,0.9666666666666667,0.0,0.011111111111111112,0.0,0.0,0.022222222222222223,70.87
Ecole Aït gouhar,Néma,Hodh Chargui,436,238,10,1,227,206,8,2,0,3,8,0.9074889867841409,0.03524229074889868,0.00881057268722467,0.0,0.013215859030837005,0.03524229074889868,54.59
Ouad Erchan,Néma,Hodh Chargui,119,104,3,1,100,96,2,0,0,1,1,0.96,0.02,0.0,0.0,0.01,0.01,87.39
Ecole 2,Djiguenni,Hodh Chargui,465,215,6,0,209,171,2,1,1,0,34,0.8181818181818182,0.009569377990430622,0.004784688995215311,0.004784688995215311,0.0,0.16267942583732056,46.24
Ecole 1 Loueid,Néma,Hodh Chargui,368,249,7,1,241,235,0,0,0,0,6,0.975103734439834,0.0,0.0,0.0,0.0,0.024896265560165973,67.66
Ecole Grarett Legtata,Chinguitti,Adrar,295,124,2,0,122,92,2,8,2,0,18,0.7540983606557377,0.01639344262295082,0.06557377049180328,0.01639344262295082,0.0,0.14754098360655737,42.03
Tembreihem,Tidjikja,Tagant,504,221,11,1,209,168,3,27,0,0,11,0.8038277511961722,0.014354066985645933,0.1291866028708134,0.0,0.0,0.05263157894736842,43.85
Ecole 2 Loueid,Néma,Hodh Chargui,591,374,11,1,362,319,1,1,0,1,40,0.8812154696132597,0.0027624309392265192,0.0027624309392265192,0.0,0.0027624309392265192,0.11049723756906077,63.28
El Manara,Néma,Hodh Chargui,235,148,6,0,142,130,1,0,0,6,5,0.9154929577464789,0.007042253521126761,0.0,0.0,0.04225352112676056,0.035211267605633804,62.98
LeFouda,N'beiket Lahwach,Hodh Chargui,257,132,4,1,127,122,0,0,0,0,5,0.9606299212598425,0.0,0.0,0.0,0.0,0.03937007874015748,51.36
Dadda radhi,N'beiket Lahwach,Hodh Chargui,139,75,5,0,70,58,1,0,0,0,11,0.8285714285714286,0.014285714285714285,0.0,0.0,0.0,0.15714285714285714,53.96
Tenyessar,Tidjikja,Tagant,334,160,21,0,139,114,14,2,2,0,7,0.8201438848920863,0.10071942446043165,0.014388489208633094,0.014388489208633094,0.0,0.050359712230215826,47.9
Kervi,Bassiknou,Hodh Chargui,384,229,0,0,229,228,0,0,0,0,1,0.9956331877729258,0.0,0.0,0.0,0.0,0.004366812227074236,59.64
Eddawdi,Bassiknou,Hodh Chargui,154,53,1,0,52,50,1,0,0,0,1,0.9615384615384616,0.019230769230769232,0.0,0.0,0.0,0.019230769230769232,34.42
Sondage,Bassiknou,Hodh Chargui,350,121,3,0,118,112,0,0,0,0,6,0.9491525423728814,0.0,0.0,0.0,0.0,0.05084745762711865,34.57
Ehsey lehratine,Aïoun,Hodh El Gharbi,140,115,4,3,108,98,1,2,0,0,7,0.9074074074074074,0.009259259259259259,0.018518518518518517,0.0,0.0,0.06481481481481481,82.14
Djegre 2,Néma,Hodh Chargui,305,210,15,0,195,163,0,0,0,3,29,0.8358974358974359,0.0,0.0,0.0,0.015384615384615385,0.14871794871794872,68.85
Noudach ecole,Tamcheket,Hodh El Gharbi,383,238,2,0,236,212,1,0,0,0,23,0.8983050847457628,0.00423728813559322,0.0,0.0,0.0,0.09745762711864407,62.14
Ejhaviye ecole,Tamcheket,Hodh El Gharbi,319,250,0,0,250,207,9,14,0,0,20,0.828,0.036,0.056,0.0,0.0,0.08,78.37
Ecole,Bassiknou,Hodh Chargui,429,228,4,1,223,167,20,0,2,5,29,0.7488789237668162,0.08968609865470852,0.0,0.008968609865470852,0.02242152466367713,0.13004484304932734,53.15
Ecole 2 Fam Lekhdheiratt,Kiffa,Assaba,414,156,0,1,155,96,7,2,0,1,49,0.6193548387096774,0.04516129032258064,0.012903225806451613,0.0,0.0064516129032258064,0.3161290322580645,37.68
Lekrayer ecole,Tamcheket,Hodh El Gharbi,518,250,7,0,243,178,16,1,1,0,47,0.7325102880658436,0.06584362139917696,0.00411522633744856,0.00411522633744856,0.0,0.1934156378600823,48.26
Bounessea ecole,Tamcheket,Hodh El Gharbi,146,86,4,0,82,65,7,0,1,1,8,0.7926829268292683,0.08536585365853659,0.0,0.012195121951219513,0.012195121951219513,0.0975609756097561,58.9
Oudey Mejbour,Tidjikja,Tagant,352,159,1,1,157,152,3,1,0,0,1,0.9681528662420382,0.01910828025477707,0.006369426751592357,0.0,0.0,0.006369426751592357,45.17
Sih 1,Asie,Etranger,362,138,4,0,134,106,0,0,0,2,26,0.7910447761194029,0.0,0.0,0.0,0.014925373134328358,0.19402985074626866,38.12
LEMGHAMDHA,Tamcheket,Hodh El Gharbi,121,106,1,0,105,73,5,1,0,0,26,0.6952380952380952,0.047619047619047616,0.009523809523809525,0.0,0.0,0.24761904761904763,87.6
Sih 1,Asie,Etranger,362,148,0,0,148,92,0,2,0,1,53,0.6216216216216216,0.0,0.013513513513513514,0.0,0.006756756756756757,0.3581081081081081,40.88
N'tourjeh ecole,Tamcheket,Hodh El Gharbi,186,139,1,2,136,126,3,0,0,3,4,0.9264705882352942,0.022058823529411766,0.0,0.0,0.022058823529411766,0.029411764705882353,74.73
Melga Lebtah,Néma,Hodh Chargui,202,141,3,1,137,103,5,1,0,3,25,0.7518248175182481,0.0364963503649635,0.0072992700729927005,0.0,0.021897810218978103,0.18248175182481752,69.8
Sih 2,Asie,Etranger,595,192,3,0,189,135,0,1,0,3,50,0.7142857142857143,0.0,0.005291005291005291,0.0,0.015873015873015872,0.26455026455026454,32.27
Radhi  ecole,Tamcheket,Hodh El Gharbi,366,262,1,0,261,249,3,0,0,0,9,0.9540229885057471,0.011494252873563218,0.0,0.0,0.0,0.034482758620689655,71.58
BEGHERDHA,Tamcheket,Hodh El Gharbi,379,362,4,0,358,350,1,1,0,0,6,0.9776536312849162,0.002793296089385475,0.002793296089385475,0.0,0.0,0.01675977653631285,95.51
Hay El Awali,Asie,Etranger,459,244,1,0,243,234,0,1,0,0,8,0.9629629629629629,0.0,0.00411522633744856,0.0,0.0,0.03292181069958848,53.16
Legreyveh ecole,Tamcheket,Hodh El Gharbi,373,199,7,1,191,143,12,1,1,0,34,0.7486910994764397,0.06282722513089005,0.005235602094240838,0.005235602094240838,0.0,0.17801047120418848,53.35
Oum Lemhar ecole,Tamcheket,Hodh El Gharbi,524,363,6,1,356,327,5,0,0,0,24,0.9185393258426966,0.014044943820224719,0.0,0.0,0.0,0.06741573033707865,69.27
Guelab ecole,Tamcheket,Hodh El Gharbi,587,471,8,1,462,432,12,2,2,0,14,0.935064935064935,0.025974025974025976,0.004329004329004329,0.004329004329004329,0.0,0.030303030303030304,80.24
Dar Salama,Kaédi,Gorgol,517,384,10,7,367,153,126,9,66,0,13,0.41689373297002724,0.34332425068119893,0.02452316076294278,0.17983651226158037,0.0,0.035422343324250684,74.27
Ganki,Kaédi,Gorgol,574,342,11,16,315,45,53,11,198,3,5,0.14285714285714285,0.16825396825396827,0.03492063492063492,0.6285714285714286,0.009523809523809525,0.015873015873015872,59.58
Hay El Masanie 1,Asie,Etranger,481,178,2,0,176,158,1,0,0,0,17,0.8977272727272727,0.005681818181818182,0.0,0.0,0.0,0.09659090909090909,37.01
Lekreikra,Kaédi,Gorgol,181,111,4,1,106,94,0,0,2,1,9,0.8867924528301887,0.0,0.0,0.018867924528301886,0.009433962264150943,0.08490566037735849,61.33
Mouftah El Kheir,Kaédi,Gorgol,328,234,10,8,216,146,1,0,56,3,10,0.6759259259259259,0.004629629629629629,0.0,0.25925925925925924,0.013888888888888888,0.046296296296296294,71.34
Seyal 1,Kaédi,Gorgol,365,245,7,5,233,106,29,2,94,0,2,0.45493562231759654,0.12446351931330472,0.008583690987124463,0.4034334763948498,0.0,0.008583690987124463,67.12
Oum Elgah ecole,Tamcheket,Hodh El Gharbi,275,184,5,1,178,152,16,0,0,1,9,0.8539325842696629,0.0898876404494382,0.0,0.0,0.0056179775280898875,0.05056179775280899,66.91
Hay El Hindawiya,Asie,Etranger,571,169,1,1,167,53,2,4,0,1,107,0.31736526946107785,0.011976047904191617,0.023952095808383235,0.0,0.005988023952095809,0.6407185628742516,29.6
Ecole Sava,Néma,Hodh Chargui,217,142,1,0,141,137,0,0,0,0,4,0.9716312056737588,0.0,0.0,0.0,0.0,0.028368794326241134,65.44
Jedda 1,Asie,Etranger,253,28,1,1,26,13,2,0,0,0,11,0.5,0.07692307692307693,0.0,0.0,0.0,0.4230769230769231,11.07
Berel,Ghabou,Guidimagha,357,224,3,0,221,117,69,1,0,0,34,0.5294117647058824,0.31221719457013575,0.004524886877828055,0.0,0.0,0.15384615384615385,62.75
Dispensaire Djaguili,Ghabou,Guidimagha,308,177,4,1,172,79,66,8,11,1,7,0.45930232558139533,0.38372093023255816,0.046511627906976744,0.06395348837209303,0.005813953488372093,0.040697674418604654,57.47
Isslame,Ghabou,Guidimagha,277,165,10,8,147,10,48,0,83,1,5,0.06802721088435375,0.32653061224489793,0.0,0.564625850340136,0.006802721088435374,0.034013605442176874,59.57
Ecole Vitass,Ghabou,Guidimagha,138,121,1,0,120,72,48,0,0,0,0,0.6,0.4,0.0,0.0,0.0,0.0,87.68
Ecole 1,Kiffa,Assaba,466,251,2,1,248,155,49,9,8,1,26,0.625,0.1975806451612903,0.036290322580645164,0.03225806451612903,0.004032258064516129,0.10483870967741936,53.86
Ecole Bougaara,Kiffa,Assaba,414,271,5,0,266,236,8,4,2,0,16,0.8872180451127819,0.03007518796992481,0.015037593984962405,0.007518796992481203,0.0,0.06015037593984962,65.46
Hay El Masanie 1,Asie,Etranger,480,189,0,0,189,169,0,0,0,5,15,0.8941798941798942,0.0,0.0,0.0,0.026455026455026454,0.07936507936507936,39.38
Touth,Kaédi,Gorgol,269,185,13,0,172,68,33,1,56,1,13,0.3953488372093023,0.19186046511627908,0.005813953488372093,0.32558139534883723,0.005813953488372093,0.0755813953488372,68.77
WADIO BOOSSOYA,Kaédi,Gorgol,346,249,0,9,240,109,46,0,81,0,4,0.45416666666666666,0.19166666666666668,0.0,0.3375,0.0,0.016666666666666666,71.97
Leweinatt ecole,Tamcheket,Hodh El Gharbi,138,130,1,0,129,127,0,0,0,0,2,0.9844961240310077,0.0,0.0,0.0,0.0,0.015503875968992248,94.2
Hay El Masanie 2,Asie,Etranger,539,204,1,0,203,195,0,0,0,0,8,0.9605911330049262,0.0,0.0,0.0,0.0,0.03940886699507389,37.85
condition féminine,Tintane,Hodh El Gharbi,436,262,4,1,257,215,22,0,0,0,20,0.8365758754863813,0.08560311284046693,0.0,0.0,0.0,0.07782101167315175,60.09
Ain Selameh,Tintane,Hodh El Gharbi,495,332,3,1,328,323,0,0,0,0,5,0.9847560975609756,0.0,0.0,0.0,0.0,0.01524390243902439,67.07
Ain Selameh,Tintane,Hodh El Gharbi,496,384,3,3,378,367,3,0,0,0,8,0.9708994708994709,0.007936507936507936,0.0,0.0,0.0,0.021164021164021163,77.42
